date,tavg,tmin,tmax,prcp,wdir,wspd
2023-07-25 0:00:00,21.2,16.5,25.5,1,181,7.8
2023-07-26 0:00:00,23.7,18.8,28.8,7.5,208,17.7
2023-07-27 0:00:00,24.5,21,29.5,17,295,15.4
2023-07-28 0:00:00,24.2,18.7,29.3,0.3,244,14
2023-07-29 0:00:00,21.4,17.8,23.9,19.5,344,16.6
2023-07-30 0:00:00,18.8,13.4,23.1,0.6,280,11.4
2023-07-31 0:00:00,18.9,15.3,23.2,0.6,315,17.5
2023-08-01 0:00:00,18.5,13.6,23,0,306,12.2
2023-08-02 0:00:00,20.3,14.2,24.5,0,198,15.5
2023-08-03 0:00:00,22.6,17.9,27.8,22,219,22
2023-08-04 0:00:00,21.7,18.2,25.6,1.6,310,16.8
2023-08-05 0:00:00,20.1,16.7,23,0,5,13.9
2023-08-06 0:00:00,19.5,14.2,23.4,0.4,57,20.9
2023-08-07 0:00:00,21.4,18.6,25.7,2.5,169,21.5
2023-08-08 0:00:00,21.1,18.2,25.6,0.3,309,24.6
2023-08-09 0:00:00,21.7,16.2,27.4,0,253,14
2023-08-10 0:00:00,21.3,17.7,26.4,5.3,269,16
2023-08-11 0:00:00,19.9,14.8,23.9,0,255,18.6
2023-08-12 0:00:00,21.9,19,26.7,1.7,204,18.5
2023-08-13 0:00:00,20,15.2,25.2,0.1,296,16.5
2023-08-14 0:00:00,19.4,15.2,22.3,0,8,10.7
2023-08-15 0:00:00,20.5,18.7,23.4,8,62,18.2
2023-08-16 0:00:00,21.2,17.2,25.5,0,283,16.6
2023-08-17 0:00:00,21.2,17.5,24.9,3.2,202,23
2023-08-18 0:00:00,17.4,14.4,19.3,0.9,284,27.2
2023-08-19 0:00:00,19.4,13.4,25.6,0,280,19.1
2023-08-20 0:00:00,21.7,16.1,27.9,0,239,17.2
2023-08-21 0:00:00,21.7,19,24.6,0,348,16.5
2023-08-22 0:00:00,19,15,22.6,0,354,13.2
2023-08-23 0:00:00,18.7,16.7,20.8,1.2,101,9.9
2023-08-24 0:00:00,20,17.8,22.9,0,85,13.5
2023-08-25 0:00:00,21.4,18.5,25.4,0,352,14
2023-08-26 0:00:00,19.6,16.2,23,2.2,333,14.6
2023-08-27 0:00:00,16.7,12.6,19.9,0,42,13.9
2023-08-28 0:00:00,17.2,12.4,21.7,0,59,8.5
2023-08-29 0:00:00,17.8,12.1,22.5,0.5,151,9.9
2023-08-30 0:00:00,17.3,12.9,20.6,2,303,21.5
2023-08-31 0:00:00,15.5,10.7,19.7,0,319,13.3
2023-09-01 0:00:00,17.5,12,22.7,0,215,10.8
2023-09-02 0:00:00,19.6,14.4,25,0.5,233,20.3
2023-09-03 0:00:00,22.7,17.3,28.7,0,226,20.1
2023-09-04 0:00:00,25.9,20.8,31.7,0,241,19.5
2023-09-05 0:00:00,24.3,19,28.7,0,225,13.6
2023-09-06 0:00:00,25.3,21.1,29.4,0,214,13.7
2023-09-07 0:00:00,22.6,17.5,26.7,2.4,231,16
2023-09-08 0:00:00,17.9,15,22.2,0,330,18.7
2023-09-09 0:00:00,17.6,14.5,20.1,0,24,13.9
2023-09-10 0:00:00,19.5,17.5,22.6,1.2,22,9
2023-09-11 0:00:00,18.9,15.7,22.3,0.3,88,9.2
2023-09-12 0:00:00,19.3,16,21.9,5.6,216,17.9
2023-09-13 0:00:00,15.8,12.1,20.1,0,295,18.8
2023-09-14 0:00:00,14.7,10.4,20.3,0,308,16.2
2023-09-15 0:00:00,14.6,9.5,19.7,0,23,9.6
2023-09-16 0:00:00,16,9.7,22.3,0,310,12.1
2023-09-17 0:00:00,16.6,12.5,21.2,0.4,299,10.4
2023-09-18 0:00:00,16,12.9,20.3,3,326,18.4
2023-09-19 0:00:00,14.8,10.2,20.6,0,310,17.9
2023-09-20 0:00:00,13.7,7.6,19.1,0,321,9.8
2023-09-21 0:00:00,17.1,13.1,21,0,95,11.7
2023-09-22 0:00:00,17.4,14.6,20.4,0,87,19.3
2023-09-23 0:00:00,16.8,13.8,20.1,0,68,16.2
2023-09-24 0:00:00,16.7,12.9,20.4,0,59,22.8
2023-09-25 0:00:00,17.7,14.7,20.9,0,67,23
2023-09-26 0:00:00,17,15.8,18.5,0,92,27.6
2023-09-27 0:00:00,16.3,14,18.4,0,85,25.4
2023-09-28 0:00:00,16.1,13.8,18.5,0,87,22.4
2023-09-29 0:00:00,16.7,12.4,20.1,0,76,13.3
2023-09-30 0:00:00,17.6,13.9,21.8,0,22,10.2
2023-10-01 0:00:00,19,14.7,24.4,0,318,11
2023-10-02 0:00:00,19.5,15.1,23.4,0,230,10.3
2023-10-03 0:00:00,21.3,16,26.5,0,239,12.2
2023-10-04 0:00:00,21.2,18,25.6,0,140,8.9
2023-10-05 0:00:00,21.1,17.4,25,12.6,195,20.2
2023-10-06 0:00:00,18.2,13.5,21.5,10.6,219,24.2
2023-10-07 0:00:00,12.2,9.4,14.8,0.1,270,25.5
2023-10-08 0:00:00,9.3,8.4,10.7,0.6,283,35.7
2023-10-09 0:00:00,9.7,8.1,11.6,0,246,37.5
